@relation compendium

@attribute Description String
@attribute Category {Bug,Feature,Support}
@attribute Ann1 {Installability,Integrity/Security,Migration,Reliability,Performance,Documentation,Requirements,Usability,Capability}
@attribute Ann2 {Installability,Integrity/Security,Migration,Reliability,Performance,Documentation,Requirements,Usability,Capability}
@attribute Ann3 {Installability,Integrity/Security,Migration,Reliability,Performance,Documentation,Requirements,Usability,Capability}
@attribute Ann4 {Installability,Integrity/Security,Migration,Reliability,Performance,Documentation,Requirements,Usability,Capability}
@attribute Ann5 {Installability,Integrity/Security,Migration,Reliability,Performance,Documentation,Requirements,Usability,Capability}
@attribute MostCommon {Installability,Integrity/Security,Migration,Reliability,Performance,Documentation,Requirements,Usability,Capability}

@data
"Delete transclusion node old medium list","Feature","Requirements","Requirements","Requirements","Requirements","Requirements","Requirements"
"Import option Node right click menu give options Import opt Design change old medium list","Feature","Usability","Usability","Usability","Usability","Usability","Usability"
"Tile view windows old medium list","Feature","Requirements","Requirements","Usability","Requirements","Requirements","Requirements"
"Multiple sets settings HTML format actually brings mind future enhancement could multiple sets settings could save name choose set wanted recall future. Jan 2006 save XML file. May 2003 old medium list","Feature","Requirements","Requirements","Usability","Requirements","Requirements","Requirements"
"Clean formatting right click menu make consistent entries initial caps. Ones need changed Send Inbox currently Send Inbox Apply Format Transclusions currently Apply format transclusions Move Detail Into Label currently Move Detail Label Move Label Into Detail currently Move Label Detail four node right click Menu last two also map right click menu.","Bug","Requirements","Usability","Usability","Usability","Usability","Usability"
"Choosing Tools Preferences Map Rollover changed Icon Set chose Tools Preferences Map Rollover checked 'Scale oversized images rollover box also changed Detail rollover length 250 500. When clicked Update Icon Set changed QuestMap","Bug","Reliability","Capability","Usability","Capability","Capability","Capability"
"Choosing Search Google Map label opened wrong dialog opened Select application open dialog. Even choosing Safari n't launch search","Bug","Reliability","Capability","Usability","Capability","Usability","Capability"
"New error message export While exporting Web Maps big project get error message map created. node pretty small compared nodes exported OK. went checked map looked OK. When deleted export output reran export worked correctly","Bug","Migration","Capability","Migration","Reliability","Usability","Migration"
"want know inspecting map codes used nodes Entered May 2003 creative design solution display click toolbar button Select tag highlight nodes view tag old low list","Feature","Requirements","Usability","Usability","Usability","Requirements","Usability"
"Curvy link lines old low list","Feature","Requirements","Requirements","Usability","Requirements","Requirements","Requirements"
"Could find main class. Program exit also issue 1.5 well latest beta. After using binary install Windows Professional updates installed using Java Version 1.5.0 build 1.5.0_10 b03 doubleclick Compendium icon get message Java Virtual Machine Launcher Could find main class. Program exit","Support","Installability","Installability","Usability","Installability","Installability","Installability"
"Outline Export Broken Reported Jeff Conklin got strange bug Outline export 1.5.1. Beta","Bug","Migration","Migration","Migration","Reliability","Reliability","Migration"
"Search results column '10 found searching nodes populate list received noted exception message following searchs node type answer tag object match tag object selected match results returned results returned. worked earlier version cheers Rufus","Support","Reliability","Migration","Usability","Capability","Usability","Usability"
"Slow closing node contents dialog using button even nothing changed","Bug","Performance","Performance","Usability","Performance","Performance","Performance"
"Node moves without touching view Originally Reported Selvin thought crazy first times thought noticed recreated see two screenshots. position1 node titled 'Practising Knowledge Art .avi icon image upper left corner one place position2 moved. n't touch two. view possibly view done Align one columns nodes Papers area right","Bug","Usability","Capability","Usability","Usability","Usability","Usability"
"Node label changes n't show Working Tags Area Editing Label node i.e. map view automatically reflected node display Working Tags Area","Bug","Usability","Capability","Usability","Usability","Usability","Usability"
"Editing stencil icon image n't change new node icons edit icon image current stencil set item edit Stencil Set Item redirecting Node Image path expression back changed icon get new icon Manage Stencils display stencil items importantly Stencil working area drag drop stencil new Reference node appears old unedited icon image. What back Manage Stencils edit stencil icon displayed stencil item gone back unedited version","Bug","Usability","Capability","Usability","Usability","Usability","Usability"
"Node Transclusion Indicator Wide tooltip narrow window tooltip displayed hovering Node Tranclusion Indicator crop left side tooltip wide window. would make sense clip right side beginning text viewed","Bug","Usability","Usability","Usability","Usability","Usability","Usability"
"Column '10 found search Search Type Tags gives Exception Column '10 found. Sometimes seems work reproduce different case","Support","Reliability","Capability","Usability","Reliability","Reliability","Reliability"
"Highlight nodes selected view found tag search","Feature","Usability","Requirements","Capability","Usability","Usability","Usability"
"Stencils settings remembered would nice opening database compendium would remember whether stencils displayed last time database open restore state. Classified bug approach appears used features","Bug","Usability","Usability","Usability","Usability","Usability","Usability"
"Change History toolbar navigating using Views When navigate another map using Views history toolbar shows Node Rollover Views. show name map came","Feature","Usability","Requirements","Usability","Capability","Usability","Usability"
"small icons behavior inconsistent There currently two ways small icons Click small icon toolbar check Small Icons Project Preferences Node Extras. However way get existing nodes small icons toolbar. using small large icons common case would recommend unifying behavior select Small Icons either toolbar Project Preferences _all_ icons map change small icons","Bug","Usability","Capability","Usability","Usability","Usability","Usability"
"nodes n't stay original position When position node map close map reopen often find nodes shift noticeably right. 've never able pin exact pattern happens happens often enough significant. always 'll try see narrow interested know others experienced behavior. 've layout problems since earliest days Compendium versions Mac Linux Windows still Beta4 NASA","Bug","Usability","Capability","Usability","Capability","Usability","Usability"
"search works 'all views context setting edit search main tab bugs select 'current view context click gives error msg Exception column '10 found select 'all views deleted objects context click gives error msg Exception Syntax error Encountered EOF line column 139","Bug","Reliability","Usability","Usability","Reliability","Reliability","Reliability"
"Compendium license Meaning non commercial What meaning non commercial statted compendium license Does mean used non profit organization help people work together think Compendium good purpose organization long n't sell service based","Support","Documentation","Documentation","Documentation","Documentation","Documentation","Documentation"
"New tags mis formatted list When first create tags formatted incorrectly list. See attachment","Bug","Usability","Usability","Usability","Capability","Usability","Usability"
"passwords less five characters allowed","Bug","Integrity/Security","Integrity/Security","Integrity/Security","Integrity/Security","Integrity/Security","Integrity/Security"
"non administrators administrator privileges Users administrator privilege create new users modify privileges admin delete users","Bug","Integrity/Security","Integrity/Security","Integrity/Security","Integrity/Security","Integrity/Security","Integrity/Security"
"users delete delete logged project. disallowed","Bug","Integrity/Security","Integrity/Security","Integrity/Security","Integrity/Security","Integrity/Security","Integrity/Security"
"users created later view pre existing database created new pre existing project tried logging user. could log maps appeared. tried changing permissions name avail. also tried projects problem persists","Bug","Reliability","Capability","Usability","Capability","Usability","Capability"
"tags tag view pull menu n't stay sync When remove tags Tag View tags disappear pull menu restart. Similarly Tag View n't seem find items tagged via menu unless restart happens. See Jeff Conklin latter","Bug","Usability","Capability","Usability","Capability","Usability","Usability"
"Deleting Cutting node leaves old view PRECISE CONDITIONS precisely isolated exact conditions critical bug spoke before. Precisely try MOVE DELETE node HAS MORE THAN ONE COPY without image actually disappear view cut deleted restart program. renders program virtually useless n't EDIT anything. For example want DELETE task piece information 've finished MOVE new category yet still old category. frustrating. driving NUTS simply running Windows version java came Compendium. Even though operating system drive instead bug still occurs whether put system adrive drive another drive. renders program virtually useless shame","Bug","Reliability","Capability","Usability","Capability","Capability","Capability"
"move delete nodes multiple copies cause node multiple copies cut delete view disappears initially return view STILL THERE remain program closed reopened. 've tested map nodes pro nodes thing. One clue cause machine might Almost always open program says another instance running. log files says virtually every time Unable shutdown Derby Derby system shutdown. apparently using default derby database For bug renders wonderful program virtually useless. cut delete node 100 times still","Bug","Reliability","Capability","Usability","Capability","Capability","Capability"
"Can move delete nodes multiple copies Wherever node multiple copies try move delete initally disappears open view still close restart program. Also whenever opening program says another instance running log file always says Unable shutdown Derby Derby system shutdown. slightly unusual set system drive docs settings drive Could fault experienced different drive setup usual Wherever node multiple copies try move delete initally disappears open view still close restart program. Also whenever opening program says another instance running log file always says Unable shutdown Derby Derby system shutdown. slightly unusual set system drive docs settings drive Could fault experienced different drive setup usual Also strange reason every time put request disappears database","Support","Reliability","Capability","Usability","Capability","Capability","Capability"
"Nodes dont cut delete properly NOW 1.5.1 SLOW PLEASE NEED HELP WITH **EXISTING** PROGRAM. CAN SOMEONE PLEASE TELL HOW CAN FIX CAN COMPENDIUM **NOW** SORRY BUT NOW FIXED FUTURE VERSIONS. Beta version DOES delete takes seconds PLEEEEEEEEEEEEASE HELP Compendium DAY organise life driving NUTS SEE ALSO ATTACHMENTS Film problem log files There two problems ______________________________________________________________________ BETA RELEASE latest BETA release Compendium think 1.5.1 takes seconds delete cut node. SEE BUG 291. Also details set entry However bug happens whethher install release DRIVE system drive DRIVE Its usual home install cos portable drive hide leave house extended periods _______________________________________________________________________ CURRENT version Compendium Wherever node multiple copies try move delete initally disappears open view still close restart program. Also whenever opening program says another instance running log file always says Unable shutdown Derby Derby system shutdown. slightly unusual set system drive docs settings drive Could fault experienced different drive setup usual Wherever node multiple copies try move delete initally disappears open view still close restart program. Also whenever opening program says another instance running log file always says Unable shutdown Derby Derby system shutdown. _______________________________________________________________________ GENERAL SYSTEM INFO slightly unusual set system drive docs settings drive Windows created way set Could faults ones experienced people choose different drive setup usual using default derby database. including log files","Support","Reliability","Migration","Usability","Performance","Performance","Performance"
"Double paste occurs Drag Drop followed mouse click used drag drop copy URL Internet Explorer compendium map. node appeared map expected. mouse clicked map display complete compendium application partially covered application. second node pasted location mouse click","Bug","Usability","Capability","Usability","Usability","Usability","Usability"
"Using compendium MySQL locally find Compendium usefull thanks Jeff Conklin 5.1 beta running Windows Pro box Compendium behaves well Derby database MySQL locally behaves well various browsers With Compendium running try setup MySQL database connect localhost root correct root password Compendium complains create Compendium database changed entire mysql path read write improvement Could help","Support","Installability","Installability","Installability","Installability","Installability","Installability"
"Windows menu displays three open windows Windows menu displays first three open windows. four windows open one three displayed Windows menu closed fourth window displayed Windows menu","Bug","Usability","Requirements","Usability","Usability","Usability","Usability"
"Installation problem trying run Compendium. Linux Fedora Core kernel 2.6.15.4 get following compendium.sh Exception thread main java.lang.NoClassDefFoundError resolving class com.compendium.ProjectCompendium java.lang.VMClassLoader.transformExceptionjava.lang.Class java.lang.Throwable usr lib libgcj.so.6.0.0 java.lang.VMClassLoader.resolveClassjava.lang.Class usr lib libgcj.so.6.0.0 java.lang.Class.initializeClass usr lib libgcj.so.6.0.0 java.lang.Class.forNamejava.lang.String boolean java.lang.ClassLoader usr lib libgcj.so.6.0.0 gnu.java.lang.MainThread.run usr lib libgcj.so.6.0.0 Caused java.lang.ClassNotFoundException java.lang.StringBuilder found gnu.gcj.runtime.SystemClassLoader urls= file file file System lib compendium.jar file System lib compendiumcore.jar file file System lib AppleJavaExtensions.jar file System lib compendiumrecordcontrol.jar file file System lib triplestore.jar file System lib xml.jar file file System lib jabberbeans.jar file file System lib jhall.jar file System lib mysql connector java 3.0.11 stable bin.jar file file System lib derby.jar parent=gnu.gcj.runtime.ExtensionClassLoader urls= parent=null java.net.URLClassLoader.findClassjava.lang.String usr lib libgcj.so.6.0.0 java.lang.ClassLoader.loadClassjava.lang.String boolean usr lib libgcj.so.6.0.0 java.lang.ClassLoader.loadClassjava.lang.String usr lib libgcj.so.6.0.0 java.lang.Class.forNamejava.lang.String boolean java.lang.ClassLoader usr lib libgcj.so.6.0.0 Please help Best wishes Howard","Support","Installability","Installability","Installability","Installability","Installability","Installability"
"Typo ReadMe distribution .dmg file problems bug reporting ReadMe says case problems installation problems Compendium Comendium Support. Sherlock. Furthermore would really helpful login report damn bug gave hint login names email addresses. humane bug reporting mechanism accept data FIRST forgotten. nag want demographic info AFTER essential stuff captured. process even harder sending mailing list super easy","Support","Documentation","Usability","Documentation","Documentation","Documentation","Documentation"
"Quick Start Movie SAY plays nice Compendium window face hear sound track BUT playing BROWSER Compendium eindow. GIVE DAMN CLUE PLEASE","Bug","Usability","Usability","Installability","Usability","Usability","Usability"
"Allow multiple name selections Send Inbox needed example want broadcast map like Commons multiple users. Currently send one time. checkbox interface would preferable current","Feature","Requirements","Usability","Usability","Requirements","Requirements","Requirements"
"Deleted nodes show search results 1000 nodes previously dragged windows save images linked files folder. deleted windows show up. When insert view says window contained current one","Bug","Reliability","Capability","Usability","Capability","Capability","Capability"
"Most maps home window report home window twice Sometime since restored backup main Project CogNexus 1.5.2 notice strange new thing appeared n't know caused it. Most nodes indicate home window twice. There n't appear way attachments sending separate email","Bug","Usability","Capability","Capability","Capability","Capability","Capability"
"Views jump Tags View leaves permanent display trash put mouse Views count Working Tags Area clink link appears popup popup remains screen duration Compendium session. yet another time wish kind Refresh command View menu forced everything redisplayed supposed whatever means","Bug","Usability","Requirements","Usability","Usability","Usability","Usability"
"XML import Atlas Problem trying import code list AtlasTi V.5 get following erroro message Exception document imported. could send file want","Support","Migration","Capability","Migration","Capability","Capability","Capability"
"Icon field List node Contents window formatted correctly Icon field within Contents window List node formated correctly. edit control displayed left edge right edge window. covers label selectable icons","Bug","Usability","Usability","Usability","Usability","Usability","Usability"
"Images assigned node icons displayed correctly Assigning image icon image often results error bitmap displayed question marks displayed torn background. View button within thhe Contents window shows image correctly. Closing reopening Compendium show icon images correctly. image file path usually always pasted Icon Image edit field without using icon select file. problem seems occur size images stored allowed formats. classified major bug problems could cause dialog mapping sessions","Bug","Usability","Capability","Usability","Capability","Capability","Capability"
"Replacing node icon image results distorted image. Associating image node icon image node already node icon image assigned sometimes cause new image displayed using height width old image causing new image distorted","Bug","Usability","Capability","Usability","Capability","Capability","Capability"
"Sometimes tag labels mis align Note attachment tag labels bang checkboxes. long tagging sessions different labels move around different times","Bug","Usability","Usability","Usability","Usability","Usability","Usability"
"Groupwear Refresh Timer runs even Derby refresh time closed Compendium saves fact. starts timer next time open Compendium even opeing external MySQL connection","Bug","Capability","Capability","Usability","Capability","Capability","Capability"
"Project creation Compedium offer Project Creation dialogue start neither 'New option File menu. installed uninstalled times without progress","Support","Reliability","Usability","Installability","Installability","Usability","Usability"
"excercise Section excercise showing thing export. printout excercise showing Export HTML Outline When try shows Export Web Outline list HTML export","Support","Documentation","Documentation","Usability","Documentation","Documentation","Documentation"
"Node detail asterisk removed cutting pasting maps sub maps asterisk appears top right corner node indicating content. clicking open node edit dialog expected. Thing copy map containing nodes detailed content paste sub map asterisk n't appear. status bar however reflect detailed content there. edit dialog accessed double clicking also shows detailed content. Reproducing bug Create map home window called Test Map Open map create node type called Test. Add text detail area close edit dialog. home window create another node Test Map Right click Test Map node select Cut. Open Test Map right click context menu select Paste. Open Test Map look node created previously. asterisk longer appears. work around found exit Compendium restart it. asterisk appears normal. One final note using MySQL running local machine. Also help file incorrectly states asterisk appears left hand corner asterisk appearing controlled View Menu. Help Page titled Node Contents Properties. Regards Damien","Bug","Reliability","Capability","Usability","Capability","Usability","Capability"
"Closing Tag View clear Working Area rollover hints Originally Reported Jeff Conklin","Bug","Usability","Capability","Usability","Usability","Usability","Usability"
"Duplicate inbox quite sure recreate issue however bottom line get duplicate inbox one accessible main window outline view second outline view appear list node icon. When get new items node right click sent inbox first one older items appear second one. problem started massively deleted links reference documents project never found scenario created","Bug","Reliability","Capability","Usability","Capability","Usability","Capability"
"Where find Current Log File Every time backup project get attached message referring Current Log File please indicate file saved Thanks OrenG","Support","Documentation","Documentation","Usability","Documentation","Documentation","Documentation"
"Export WEB Map include stencils list node When export web map stencil file referenced part list node exported. icon list node presented small red instead stencil. Once copied stencil information folder icon correctly presented. stencil image map held stencil correctly displayed. stencil list node correctly displayed. list node looking following non existant information. file SEP SEPG 20Parking 20Lot Steve 20Parking 20Spot SEP 20V2 System resources Stencils artifacts nodeimages DOCUMNT5.jpg","Bug","Migration","Capability","Usability","Usability","Usability","Usability"
"Could start After successful installation could start software followinfg message There problem accessing Compendium Derby database. COMPENDUIM MAY RUNNING ALREADY And asked stop javaw.exe process process running Could one help solve problem","Support","Installability","Installability","Installability","Installability","Installability","Installability"
"How multi byte character code Japanese Japanese character GUI. patch multi byte character set modify source Regargs Kenji Izutani","Support","Usability","Usability","Requirements","Usability","Usability","Usability"
"Support Fonts insert Hindi Chinese characters Node Label show properly Detail pane Cameron","Bug","Usability","Usability","Requirements","Usability","Usability","Usability"
"Compendium 1.5.2 Linking issues Tablet Hello using tablet PC. current version Compendium 1.5.2 allow open previously linked files mostly WORD PDF. suspect problem connected known issue reported Installation Information Windows There problem Tablet PCs graphics drivers. workaround switch Java graphics. done editing compendium.bat file. final line batch file resemble start javaw Dsun.java2d.noddraw=true Xmx256m classpath etc.. Here first question access compendium.bat file alternative way switching JAVA graphics Second Once compendium.bat file changed affect programmes making JAVA graphics Third another way solve linking opening issue Compendium linking features seem quite essential whole Compendium project. Thank much. appreciate support. Sincerely Thomas Bundschuh","Support","Migration","Usability","Migration","Capability","Migration","Migration"
"Readers feature lists one another name stumbled across strange problem Rutgers Citrix test site test Compendium project. least people logged project separate accounts. Author name Jeff Conklin click right nodes Read Seen select Readers system shows name Mark Aakhus coincidentally set project. Mark also Seen node name listed twice. also seen node readers Selvin Mark Aakhus Mark Aakhus on. n't imagine causing fix","Bug","Reliability","Integrity/Security","Usability","Integrity/Security","Integrity/Security","Integrity/Security"
"Improved group support two persons work map time synchronized MySQL database node changed one person updated automatically next periodical synchronization event occurs since may happen either changes overwritten thus lost respective node least lose input focus continue writing node text field first open node clicking it. Regards Klaus","Feature","Requirements","Capability","Usability","Requirements","Requirements","Requirements"
"Unable create MySQL Connection created project remote MySQL server using personal account. account root equivalent MySQL installation want share project want others using account. created new MySQL account privileges Compendium schema created still get message Compendium Administration Database unable created. Please contact Compendium Support staff. MySQL server based Linux tried connect Linux Windows client. account created Compendium project everything works fine","Support","Installability","Installability","Migration","Installability","Installability","Installability"
"n't hit Enter Return open new node typing label Only seems created node typed label hit enter cursor label. Have click label back works","Bug","Usability","Usability","Usability","Usability","Usability","Usability"
"Keyboard shortcuts create new nodes mind mapping tools support easy node creation like this. Two main moves Adding new child TAB key add new node linked current one Currently excruciating Alt Shift create instance new Question. fine TAB create Idea node default would cool. Tab currently n't anything. Adding new sibling Cntrl LeftArrow could add new node node type selected node linked whatever selected node linked","Feature","Usability","Usability","Usability","Usability","Usability","Usability"
"Can access map got map project accessible. tried open outline view parent map case nothing happen click it. However cases sand glass cursor change back arrow close application launch again. After every try found follwing log","Bug","Reliability","Capability","Usability","Reliability","Reliability","Reliability"
"Change tags node icon indicator list alphabetic order","Feature","Usability","Usability","Usability","Usability","Usability","Usability"
"Exporting Web maps Exported Web maps opened mail recipient. They receive error message stating unable find Compendium directory. 've tried opening exported files Firefox Internet Explorer browsers. apologize bothering know years. Thanks Richard","Support","Migration","Usability","Migration","Capability","Migration","Migration"
"Ctrl+Shift+Left node label wrong selection Originally reported Jack Tanner When editing node label key combo Ctrl+Shift+Left create new selection left border first letter current word. Compendium left border last letter previous word","Bug","Usability","Capability","Usability","Capability","Usability","Usability"
"issues Help files Node Label Preferences Project Options General Dear Michelle interested using Compendium logging three year multi stakeholder consultation process currently called Global Marshall Plan Initiative Convention Global Commons. learning program running help files come across items perhaps could clarification. Sincerely Rich Teich San Francisco System Windows Home 2002 Service Pack CPU AMD Athlon 2100+ memory Acrobat 8.0 Standard Edition ***** System locks printing Tools Menu Menus Help Acrobat file CPU goes percent Compendium process ended. Help files print Acrobat fine. document Node Label Preferences Nodes Help Project Options Preferences brings help file Project General Compendium Keyboard Shortcuts brings help file Keyboard Navigation Activation Selection","Bug","Reliability","Usability","Documentation","Reliability","Reliability","Reliability"
"System locks printing Tools Menu System locks printing Tools Menu Menus Help Acrobat file CPU goes percent Compendium process ended","Bug","Reliability","Performance","Usability","Reliability","Reliability","Reliability"
"Dotted line links cross links Cross links refer links proceed node additional direct link primary parent node. But option dotted lines links would worthwhile","Feature","Usability","Usability","Requirements","Usability","Usability","Usability"
"Adjustable link line label placement Functionality flexibility adjust placement link line labels congestion issue. Ideally could automated manual placement anywhere along link across link angle would also work","Feature","Usability","Usability","Usability","Usability","Usability","Usability"
"When adding images icons nodes Compendium automatically browse When adding images icons nodes via process node properties contents background image icon browse Compendium automatically browse last accessed folder session rather going default Documents time. process required multiple times large maps projects navigate specific folder time","Feature","Usability","Usability","Usability","Usability","Usability","Usability"
"Colour Palette When colours selected text node backgrounds last selected colour remain visible toolbar quick access would need reopen colour palette change colour required","Feature","Usability","Usability","Usability","Usability","Usability","Usability"
"How Compendium work Leopard Hello using Leopard aka 10.5 mention web pages. 'll try run","Support","Documentation","Documentation","Migration","Documentation","Documentation","Documentation"
"Compendium Database new user. installation went fine start software receive message Unable load Compendium Database Unable asscess Compendium Derby Data base. also updates java environment. What wrong Shelly Friedman","Support","Installability","Installability","Installability","Installability","Installability","Installability"
"Loss links selecting node auto search list When create associated node using alt node letter create new node right linked back originating node. auto select drop list replace new node transclusion another node link old node lost rather transferred new node. imagining always case. links would lost node replaced","Bug","Reliability","Capability","Usability","Capability","Usability","Capability"
"MySQL New project creation problem Hello trying setup Compendium communicate server located LAN. able create MySQL database schema correctly connect using Compendium. But try create new project enter project name real name username passwords comes back error There problem creating new project data due Systax error access violation message server Access denied 'dwechsler database 'test_1196440617140 Our MySQL setup using schemas database understand work same. Also experimented giving full permissions database created connected also full mysql access creating new database schemas. Can help get past Thank David Wechsler","Support","Installability","Installability","Installability","Installability","Installability","Installability"
"get product started first error fixed 402 changing compendium.bat file recevied error classpath requires class path specification","Support","Installability","Installability","Installability","Installability","Installability","Installability"
"Simple export import compendium files beginner compendium want simply transfer projects 've created Compendium one computer another computer. 've backuped think exported files onto USB key attempted open Compendium laptop n't figure open them. Please help. n't see anything topic search boy difficult underst","Support","Migration","Documentation","Migration","Migration","Migration","Migration"
"tag names tag view misaligned tagged 've noticed formatting problem tag view Mac OS. When tag used less times properly aligned tag view. However used times tag name tag view becomes misaligned. Linux n't problem","Bug","Usability","Usability","Migration","Usability","Usability","Usability"
"Installation Problems Have downloaded installed 1.5.2 without reinstalling jre see launch program. Get empty black screen headed Compendium another window headed 'javaw error message windows find 'javaw'. Make sure typed name correctly try again. search file click Start button click Search. Java jre 1.5.0_01 installed well later versions 1.6.0_03. When search jre 1.5.0_01 see 'javaw.exe \bin sub folder n't know going Any help much appreciated Thanks. Charles Waterhouse","Support","Integrity/Security","Installability","Installability","Installability","Installability","Installability"
"Running Ubuntu 7.10 java 1.5 installed run compendium.sh. error n't anything. Any know issues","Support","Installability","Installability","Installability","Installability","Installability","Installability"
"n't open get following error may java running old process. uninstalled compendium java reinstalled still get error. send screen capture error needed. running vista","Support","Installability","Installability","Installability","Installability","Installability","Installability"
"Download Failure error message Internal Server Error server encountered internal error misconfiguration unable complete request. Please contact server administrator kmi systems open.ac.uk inform time error occurred anything might done may caused error. More information error may available server error log. Apache 2.0.52 Red Hat Server kmi.open.ac.uk Port","Support","Installability","Installability","Installability","Installability","Installability","Installability"
"Remote MySQL collaboration Issue Project Table exist. get error Table 'compendium.Project n't exist new project created remotely accessed MySQL Database. Project database added server find Project table database databases. compendium database Project table find specification stating teh column requirements Project database. Thank assistance Jim Harris","Support","Reliability","Capability","Reliability","Reliability","Reliability","Reliability"
"Porojects n't open ubuntu Hardy AMD64 installed windows Ubuntu Gutsy x86 looks OK. However installing Ubuntu Hardy AMD64 main working system interface opens buttons grayed except File menu Data connection Help menu. default project loaded projects seem open n't solve switch another concept mapping tool want Help please","Support","Installability","Installability","Installability","Installability","Installability","Installability"
"Export multiple pages Maps Exporting nodes multiple detail pages Web Maps. opening Web Maps Details shows first page scrollable page remainder referenced readable. able export maps allow readers view pages entered would good. pages present Web Outline. Have looked line support avail. Your advice would much appreciated. anticipation thanks. Mark","Bug","Migration","Usability","Usability","Usability","Usability","Usability"
"HTML Export problem using FireFox 3.0 Hello France thanks product Compendium useful convenient. 've got problem exporting HTML MindMap n't fonctionnality map try read FireFox. Did know problem solution thanks help Ga????l PLANTIN","Support","Migration","Capability","Migration","Migration","Migration","Migration"
"Speel checker autocorrect Wrong spelling distract focus attention facilitated meeting. Including spell checker auto correct capability resolve problem","Feature","Requirements","Usability","Usability","Usability","Requirements","Usability"
"data map node disappeared Had map node contained approx nodes morning. couple hours later working parts project map node empty. n't work map node problem occurred. Other nodes seemed ok. Between time nodes present gone abnormal behavior observed used back arrow tool bar. hour glass appeared would away. point memory gets bit fuzzy. think tried functions seemed work think hour glass went away. might closed reopened project time also","Bug","Requirements","Integrity/Security","Usability","Reliability","Reliability","Reliability"
"Scribble pad clears connected remote database due refresh loop","Bug","Reliability","Usability","Usability","Usability","Usability","Usability"
"Optimize web outline export Word template done order html put Jeff template achieve better result. See pdf http www.cognexus.org Compendium Creating 20Word 20Reports 20from 20Compendium 20Alpha1.pdf","Feature","Migration","Requirements","Migration","Requirements","Requirements","Requirements"
"Web Maps export options remove details popups node anchor","Feature","Migration","Requirements","Requirements","Requirements","Requirements","Requirements"
"Web Maps export options exclude node details popups altogether","Feature","Migration","Requirements","Requirements","Requirements","Requirements","Requirements"
"Alt+Shift+Right node label work selecting text","Bug","Usability","Capability","Usability","Usability","Usability","Usability"
"Could portable version Compendium work clients lockdown would like version run USB stick","Feature","Requirements","Installability","Usability","Requirements","Requirements","Requirements"
"How save new compedium figure save retrive maps","Support","Documentation","Documentation","Usability","Documentation","Documentation","Documentation"
"n't launch button Contents dialog internal Reference nodes Michael Begeman wrote UINodeEditPanel.onExecute Bug fix. v1.5.2 double click INR inbox open fine open INR Contents right click press Launch button fail. onExecute able figure 'History Bar path got are. Fixed kludge forces History Bar happens hey better failing completely Michelle Really button available internal reference nodes call onExecute call code double click","Bug","Reliability","Requirements","Usability","Reliability","Capability","Reliability"
"contents properties views window resizes back default size change For type node. Tested look feel metal Platform Confirmed Windows Linux What Contents Tab Details text box window resizes back default size change state. For example create new note test Open contents tab enter text Detail page Enter numbers ending carriage return. stretch window read lines click insert new page point icon window snaps back default size enter text Detail page Enter numbers ending carriage return. stretch window read lines click previous page icon window snaps back default size Reason type=bug major usability impact. gotten way usabilty point started using differnt external tool notecase instead using details box anything sentence two comments notes need associate particular node. Thanks incredible tool","Bug","Usability","Usability","Usability","Usability","Usability","Usability"
"XML export zip reference file paths correctly renamed res image local external file one node one nodes correct path within XML data export zip run. due bug export code fixed. Currently ever node processed first export correct path resource relative data zip file subsequent instances resource encounter decide already processed item update subsequent node data path. Node reference \pics\blah\fred.jpg Node reference \pics\blah\fred.jpg zip file image path 'Linked Files\projectname\user\fred.jpg Node reference path changed 'Linked Files\projectname\user\fred.jpg Node reference path still \pics\blah\fred.jpg path exist XML zip unpacked another instance Compendium broken image file shown. WORKAROUND way fix problem new release software comes actual fix need different versions file external reference file image one node. Node reference \pics\blah\fred.jpg Node reference \pics\blah\fred2.jpg fred.jpg fred2.jpg actually image file copied renamed zip file image paths 'Linked Files\projectname\user\fred.jpg 'Linked Files\projectname\user\fred2.jpg Node reference path changed 'Linked Files\projectname\user\fred.jpg Node reference path changed 'Linked Files\projectname\user\fred2.jpg paths valid work. Sorry bug. lerking around years come light. fixed Compendium 2.0","Bug","Migration","Capability","Usability","Capability","Capability","Capability"
"Node background color gets lost backup restore process trying move project network drive local drive pc. selected Backup Backup zip reference file Zip files Linked Files projectname username_userID network drive nodes red background color. When restored project local drive red background colors there. They showed normal white background. tried Export XML Export nodes current map Export current map full depth Include Meeting Media Index data Export Zip Archive images Reference files Include Stencils Link groups zip Archive. results red backgound","Bug","Usability","Integrity/Security","Usability","Usability","Usability","Usability"
"Back Arrow Toolbar locks Compendium When selected back arrow toolbar Compendium locked up. intermittent problem. incident happened clean work. copying pasting switching maps. double clicking mouse map nodes along using tree Outline View navigate maps. What remember happening lock switched map using tree Outline View pressed back arrow tool bar. After hour glass appeared Compendium locked. finally Task Manager kill program. problems using arrows tool bar past gotten away using lock problem work useful started using again. included log file below.","Bug","Reliability","Capability","Usability","Reliability","Reliability","Reliability"
"How create new maps project looked menus clear. Thanks help. BTW Great product","Support","Documentation","Documentation","Usability","Documentation","Documentation","Documentation"
"Wrong link colour using Alt Alt+ Reported Simon Buckingham Shum When create Con Pro using keyboard shortcut ie. Alt Alt+ link type match node type. Right look node curerntly Pro green supports link regardless new node","Bug","Usability","Capability","Usability","Usability","Usability","Usability"
