classname ; cbo ; dit ; fanIn ; fanOut ; lcom ; noc ; numberOfAttributes ; numberOfAttributesInherited ; numberOfLinesOfCode ; numberOfMethods ; numberOfMethodsInherited ; numberOfPrivateAttributes ; numberOfPrivateMethods ; numberOfPublicAttributes ; numberOfPublicMethods ; rfc ; wmc ; bugs ; nonTrivialBugs ; majorBugs ; criticalBugs ; highPriorityBugs ; 
org::eclipse::osgi::internal::resolver::StateImpl ; 38 ; 1 ; 11 ; 32 ; 2016 ; 2 ; 24 ; 0 ; 705.0 ; 64.0 ; 44 ; 22 ; 11 ; 1.0 ; 39 ; 385.0 ; 211.0 ; 8 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::internal::service::security::KeyStoreTrustEngine ; 11 ; 2 ; 3 ; 9 ; 120 ; 0 ; 5 ; 0 ; 177.0 ; 16.0 ; 16 ; 5 ; 8 ; 0.0 ; 6 ; 101.0 ; 42.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::osgi::service::condpermadmin::BundleSignerCondition ; 4 ; 1 ; 0 ; 4 ; 1 ; 0 ; 1 ; 0 ; 13.0 ; 2.0 ; 7 ; 1 ; 1 ; 0.0 ; 1 ; 9.0 ; 5.0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
chain::test::a::Activator ; 2 ; 1 ; 0 ; 2 ; 1 ; 0 ; 0 ; 0 ; 6.0 ; 2.0 ; 9 ; 0 ; 0 ; 0.0 ; 2 ; 8.0 ; 2.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::framework::internal::core::BundleFragment ; 12 ; 2 ; 2 ; 11 ; 136 ; 0 ; 1 ; 16 ; 186.0 ; 17.0 ; 91 ; 0 ; 0 ; 0.0 ; 5 ; 60.0 ; 49.0 ; 4 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::framework::internal::core::BundleURLConnection ; 5 ; 1 ; 2 ; 3 ; 45 ; 0 ; 3 ; 2 ; 71.0 ; 10.0 ; 13 ; 0 ; 0 ; 0.0 ; 10 ; 23.0 ; 18.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::framework::internal::protocol::StreamHandlerFactory ; 19 ; 2 ; 2 ; 18 ; 21 ; 0 ; 8 ; 3 ; 122.0 ; 7.0 ; 24 ; 4 ; 1 ; 0.0 ; 5 ; 52.0 ; 29.0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::framework::internal::protocol::MultiplexingContentHandler ; 3 ; 1 ; 1 ; 3 ; 1 ; 0 ; 2 ; 0 ; 11.0 ; 2.0 ; 8 ; 2 ; 0 ; 0.0 ; 2 ; 5.0 ; 3.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::framework::internal::core::ParentPolicy ; 0 ; 1 ; 0 ; 0 ; 3 ; 0 ; 0 ; 0 ; 12.0 ; 3.0 ; 10 ; 0 ; 0 ; 0.0 ; 3 ; 3.0 ; 3.0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::framework::internal::core::Tokenizer ; 5 ; 1 ; 3 ; 2 ; 15 ; 0 ; 3 ; 0 ; 95.0 ; 6.0 ; 7 ; 0 ; 1 ; 0.0 ; 5 ; 17.0 ; 27.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::framework::eventmgr::ListElement ; 2 ; 1 ; 2 ; 0 ; 0 ; 0 ; 2 ; 0 ; 4.0 ; 1.0 ; 7 ; 0 ; 0 ; 2.0 ; 0 ; 1.0 ; 1.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::framework::eventmgr::EventManager ; 7 ; 1 ; 5 ; 3 ; 6 ; 0 ; 4 ; 0 ; 39.0 ; 4.0 ; 7 ; 1 ; 0 ; 0.0 ; 2 ; 10.0 ; 9.0 ; 2 ; 0 ; 0 ; 0 ; 0 ; 
legacy::lazystart::a::Activator ; 2 ; 1 ; 0 ; 2 ; 1 ; 0 ; 0 ; 0 ; 6.0 ; 2.0 ; 9 ; 0 ; 0 ; 0.0 ; 2 ; 8.0 ; 2.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::internal::baseadaptor::AdaptorMsg ; 0 ; 2 ; 0 ; 0 ; 0 ; 0 ; 23 ; 3 ; 0.0 ; 0.0 ; 12 ; 1 ; 0 ; 22.0 ; 0 ; 0.0 ; 0.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
thread::locktest::Activator ; 5 ; 1 ; 0 ; 5 ; 3 ; 0 ; 0 ; 0 ; 21.0 ; 3.0 ; 17 ; 0 ; 0 ; 0.0 ; 3 ; 18.0 ; 4.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
legacy::lazystart::FalseExceptionLegacy1 ; 2 ; 1 ; 0 ; 2 ; 0 ; 0 ; 0 ; 0 ; 4.0 ; 1.0 ; 8 ; 0 ; 0 ; 0.0 ; 1 ; 3.0 ; 1.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
legacy::lazystart::c::excluded::a::CAExcluded ; 1 ; 1 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0 ; 1.0 ; 7 ; 0 ; 0 ; 0.0 ; 1 ; 1.0 ; 0.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::framework::internal::protocol::bundleentry::Handler ; 5 ; 2 ; 1 ; 5 ; 1 ; 0 ; 0 ; 3 ; 11.0 ; 2.0 ; 30 ; 0 ; 0 ; 0.0 ; 1 ; 8.0 ; 3.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::core::runtime::internal::adaptor::CachedManifest ; 10 ; 1 ; 1 ; 10 ; 36 ; 0 ; 2 ; 0 ; 107.0 ; 9.0 ; 0 ; 2 ; 0 ; 0.0 ; 9 ; 78.0 ; 39.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::signedcontent::InvalidContentException ; 2 ; 1 ; 2 ; 0 ; 3 ; 0 ; 2 ; 0 ; 10.0 ; 3.0 ; 19 ; 2 ; 0 ; 0.0 ; 3 ; 4.0 ; 3.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::framework::internal::core::FilterImpl ; 18 ; 1 ; 4 ; 14 ; 406 ; 0 ; 15 ; 0 ; 1003.0 ; 29.0 ; 12 ; 0 ; 1 ; 0.0 ; 7 ; 249.0 ; 304.0 ; 5 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::internal::resolver::ExportPackageDescriptionImpl ; 10 ; 2 ; 7 ; 3 ; 91 ; 0 ; 12 ; 0 ; 90.0 ; 14.0 ; 22 ; 11 ; 0 ; 0.0 ; 10 ; 43.0 ; 35.0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
host::multiple::exports::PublicClass1 ; 0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0 ; 0.0 ; 7 ; 0 ; 0 ; 0.0 ; 0 ; 0.0 ; 0.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::internal::provisional::service::security::AuthorizationEngine ; 7 ; 1 ; 3 ; 4 ; 10 ; 1 ; 3 ; 0 ; 20.0 ; 5.0 ; 7 ; 3 ; 1 ; 0.0 ; 3 ; 16.0 ; 6.0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::internal::signedcontent::DigestedInputStream ; 7 ; 1 ; 1 ; 6 ; 21 ; 0 ; 5 ; 0 ; 57.0 ; 7.0 ; 26 ; 5 ; 1 ; 0.0 ; 5 ; 21.0 ; 17.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::internal::resolver::StateBuilder ; 29 ; 1 ; 1 ; 29 ; 276 ; 0 ; 13 ; 0 ; 516.0 ; 24.0 ; 7 ; 9 ; 22 ; 0.0 ; 0 ; 337.0 ; 168.0 ; 2 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::core::runtime::internal::stats::ClassStats ; 3 ; 1 ; 2 ; 2 ; 190 ; 0 ; 11 ; 0 ; 64.0 ; 20.0 ; 7 ; 11 ; 0 ; 0.0 ; 20 ; 24.0 ; 20.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
host::multiple::exports::PrivateClass1 ; 0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0 ; 0.0 ; 7 ; 0 ; 0 ; 0.0 ; 0 ; 0.0 ; 0.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::internal::resolver::BundleSpecificationImpl ; 9 ; 3 ; 4 ; 5 ; 21 ; 0 ; 2 ; 0 ; 25.0 ; 7.0 ; 45 ; 2 ; 0 ; 0.0 ; 5 ; 16.0 ; 12.0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::framework::internal::core::ConditionalPermissionAdminImpl ; 14 ; 1 ; 2 ; 14 ; 28 ; 0 ; 8 ; 0 ; 116.0 ; 8.0 ; 12 ; 4 ; 1 ; 0.0 ; 6 ; 61.0 ; 29.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::framework::internal::core::ReferenceInputStream ; 4 ; 1 ; 3 ; 1 ; 3 ; 0 ; 1 ; 0 ; 9.0 ; 3.0 ; 21 ; 0 ; 0 ; 0.0 ; 3 ; 4.0 ; 3.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
osgi::lazystart::a::Activator ; 2 ; 1 ; 0 ; 2 ; 1 ; 0 ; 0 ; 0 ; 6.0 ; 2.0 ; 9 ; 0 ; 0 ; 0.0 ; 2 ; 8.0 ; 2.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::internal::signedcontent::DNChainMatching ; 6 ; 1 ; 2 ; 4 ; 28 ; 0 ; 0 ; 0 ; 262.0 ; 8.0 ; 7 ; 0 ; 7 ; 0.0 ; 1 ; 101.0 ; 66.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::core::runtime::internal::adaptor::EclipseAdaptorMsg ; 0 ; 2 ; 0 ; 0 ; 0 ; 0 ; 76 ; 3 ; 0.0 ; 0.0 ; 12 ; 1 ; 0 ; 74.0 ; 0 ; 0.0 ; 0.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::internal::baseadaptor::BaseClassLoadingHook ; 8 ; 1 ; 2 ; 6 ; 45 ; 0 ; 2 ; 0 ; 78.0 ; 10.0 ; 13 ; 2 ; 2 ; 0.0 ; 8 ; 37.0 ; 30.0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::baseadaptor::bundlefile::NestedDirBundleFile ; 4 ; 2 ; 1 ; 3 ; 21 ; 0 ; 2 ; 3 ; 37.0 ; 7.0 ; 20 ; 0 ; 0 ; 2.0 ; 7 ; 23.0 ; 13.0 ; 1 ; 0 ; 1 ; 1 ; 0 ; 
org::eclipse::osgi::framework::launcher::Launcher ; 10 ; 1 ; 1 ; 9 ; 55 ; 0 ; 7 ; 0 ; 200.0 ; 11.0 ; 7 ; 2 ; 2 ; 0.0 ; 3 ; 80.0 ; 40.0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::framework::internal::core::ServiceReferenceImpl ; 13 ; 2 ; 5 ; 9 ; 91 ; 0 ; 1 ; 0 ; 116.0 ; 14.0 ; 13 ; 0 ; 1 ; 1.0 ; 9 ; 43.0 ; 36.0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::baseadaptor::bundlefile::FileBundleEntry ; 3 ; 2 ; 1 ; 2 ; 21 ; 0 ; 2 ; 1 ; 26.0 ; 7.0 ; 15 ; 1 ; 0 ; 1.0 ; 6 ; 12.0 ; 7.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
fragment::test::attach::host::a::Activator ; 2 ; 1 ; 0 ; 2 ; 1 ; 0 ; 0 ; 0 ; 6.0 ; 2.0 ; 9 ; 0 ; 0 ; 0.0 ; 2 ; 8.0 ; 2.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::osgi::util::tracker::ServiceTracker ; 23 ; 1 ; 14 ; 10 ; 120 ; 0 ; 12 ; 0 ; 285.0 ; 16.0 ; 10 ; 7 ; 1 ; 2.0 ; 14 ; 65.0 ; 67.0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::framework::internal::core::BundleRepository ; 7 ; 1 ; 3 ; 5 ; 15 ; 0 ; 3 ; 0 ; 111.0 ; 6.0 ; 7 ; 3 ; 0 ; 0.0 ; 6 ; 39.0 ; 26.0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::internal::module::ResolverBundle ; 22 ; 2 ; 5 ; 21 ; 990 ; 0 ; 21 ; 1 ; 513.0 ; 45.0 ; 16 ; 18 ; 8 ; 0.0 ; 4 ; 322.0 ; 195.0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
substitutes::x::Mx ; 0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0 ; 0.0 ; 7 ; 0 ; 0 ; 0.0 ; 0 ; 0.0 ; 0.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
substitutes::q::BFq ; 0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0 ; 0.0 ; 7 ; 0 ; 0 ; 0.0 ; 0 ; 0.0 ; 0.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::internal::baseadaptor::BaseStorageHook ; 37 ; 2 ; 9 ; 30 ; 780 ; 0 ; 16 ; 0 ; 332.0 ; 40.0 ; 30 ; 9 ; 1 ; 0.0 ; 34 ; 206.0 ; 106.0 ; 4 ; 0 ; 0 ; 0 ; 0 ; 
