@relation kc1
@attribute LOC_BLANK {'0','1','[2, 4)','[4,58]'}
@attribute BRANCH_COUNT {'1','3','[4, 8)','[8,89]'}
@attribute LOC_CODE_AND_COMMENT {'0','[1,12]'}
@attribute LOC_COMMENTS {'0','1','[2,44]'}
@attribute CYCLOMATIC_COMPLEXITY {'1','2','[3, 5)','[5,45]'}
@attribute DESIGN_COMPLEXITY {'1','[2, 4)','[4,45]'}
@attribute ESSENTIAL_COMPLEXITY {'1','[3,26]'}
@attribute LOC_EXECUTABLE {' 0','[ 1,  3)','[ 3, 10)','[10, 23)','[23,262]'}
@attribute HALSTEAD_CONTENT {'[ 0.00,  5.80)','[ 5.80,  9.62)','[ 9.62, 18.95)','[18.95, 35.31)','[35.31,193.06]'}
@attribute HALSTEAD_DIFFICULTY {'[ 0.00, 1.57)','[ 1.57, 2.57)','[ 2.57, 5.63)','[ 5.63,11.27)','[11.27,53.75]'}
@attribute HALSTEAD_EFFORT {'[   0.0,    12.2)','[  12.2,    79.2)','[  79.2,   597.8)','[ 597.8,  4125.0)','[4125.0,324803.5]'}
@attribute HALSTEAD_ERROR_EST {'0.00','0.01','[0.02,0.05)','[0.05,0.13)','[0.13,2.64]'}
@attribute HALSTEAD_LENGTH {'[ 0,   5)','[ 5,  10)','[10,  28)','[28,  77)','[77,1106]'}
@attribute HALSTEAD_LEVEL {'[0.00,0.08)','[0.08,0.15)','[0.15,0.32)','[0.32,0.91)','[0.91,2.00]'}
@attribute HALSTEAD_PROG_TIME {'[  0.00,    0.68)','[  0.68,    4.40)','[  4.40,   33.21)','[ 33.21,  229.17)','[229.17,18044.64]'}
@attribute HALSTEAD_VOLUME {'[  0.0,  10.0)','[ 10.0,  28.1)','[ 28.1, 107.2)','[107.2, 363.1)','[363.1,7918.8]'}
@attribute NUM_OPERANDS {'[ 0,  2)','[ 2,  4)','[ 4, 11)','[11, 30)','[30,428]'}
@attribute NUM_OPERATORS {'[ 0,  4)','[ 4,  7)','[ 7, 18)','[18, 47)','[47,678]'}
@attribute NUM_UNIQUE_OPERANDS {'[ 0,  2)','[ 2,  4)','[ 4,  8)','[ 8, 17)','[17,120]'}
@attribute NUM_UNIQUE_OPERATORS {'[ 0, 4)','[ 4, 6)','[ 6, 9)','[ 9,13)','[13,37]'}
@attribute LOC_TOTAL {'[ 1,  3)','[ 3,  6)','[ 6, 15)','[15, 31)','[31,288]'}
@attribute Defective {'N','Y'}
@data
'0','1','0','0','1','1','1',' 0','[ 0.00,  5.80)','[ 0.00, 1.57)','[   0.0,    12.2)','0.00','[ 0,   5)','[0.00,0.08)','[  0.00,    0.68)','[  0.0,  10.0)','[ 0,  2)','[ 0,  4)','[ 0,  2)','[ 0, 4)','[ 1,  3)','N'
'1','1','0','[2,44]','1','1','1','[23,262]','[35.31,193.06]','[ 2.57, 5.63)','[ 597.8,  4125.0)','[0.13,2.64]','[77,1106]','[0.15,0.32)','[ 33.21,  229.17)','[363.1,7918.8]','[30,428]','[47,678]','[17,120]','[ 6, 9)','[31,288]','N'
'0','1','0','0','1','1','1','[ 1,  3)','[ 0.00,  5.80)','[ 0.00, 1.57)','[   0.0,    12.2)','0.00','[ 0,   5)','[0.00,0.08)','[  0.00,    0.68)','[  0.0,  10.0)','[ 0,  2)','[ 0,  4)','[ 0,  2)','[ 0, 4)','[ 3,  6)','N'
'0','1','0','0','1','1','1','[ 3, 10)','[18.95, 35.31)','[ 1.57, 2.57)','[  79.2,   597.8)','[0.02,0.05)','[10,  28)','[0.32,0.91)','[  4.40,   33.21)','[ 28.1, 107.2)','[ 4, 11)','[ 7, 18)','[ 4,  8)','[ 0, 4)','[ 6, 15)','N'
'0','1','0','0','1','1','1','[ 3, 10)','[18.95, 35.31)','[ 2.57, 5.63)','[  79.2,   597.8)','[0.02,0.05)','[10,  28)','[0.32,0.91)','[  4.40,   33.21)','[ 28.1, 107.2)','[ 4, 11)','[ 7, 18)','[ 4,  8)','[ 4, 6)','[ 6, 15)','N'
'[4,58]','[4, 8)','0','[2,44]','[3, 5)','[2, 4)','1','[23,262]','[18.95, 35.31)','[11.27,53.75]','[4125.0,324803.5]','[0.05,0.13)','[28,  77)','[0.00,0.08)','[229.17,18044.64]','[107.2, 363.1)','[30,428]','[18, 47)','[ 8, 17)','[13,37]','[31,288]','N'
'1','[4, 8)','[1,12]','[2,44]','[3, 5)','[2, 4)','1','[23,262]','[18.95, 35.31)','[11.27,53.75]','[4125.0,324803.5]','[0.05,0.13)','[28,  77)','[0.00,0.08)','[229.17,18044.64]','[107.2, 363.1)','[30,428]','[18, 47)','[ 8, 17)','[ 9,13)','[31,288]','N'
'0','1','0','0','1','1','1','[ 1,  3)','[ 5.80,  9.62)','[ 1.57, 2.57)','[  12.2,    79.2)','0.00','[ 5,  10)','[0.32,0.91)','[  0.68,    4.40)','[ 10.0,  28.1)','[ 0,  2)','[ 4,  7)','[ 0,  2)','[ 4, 6)','[ 3,  6)','N'
'[2, 4)','[8,89]','0','0','[5,45]','[4,45]','[3,26]','[23,262]','[35.31,193.06]','[11.27,53.75]','[4125.0,324803.5]','[0.13,2.64]','[77,1106]','[0.00,0.08)','[229.17,18044.64]','[363.1,7918.8]','[30,428]','[47,678]','[17,120]','[13,37]','[31,288]','Y'
'0','1','0','0','1','1','1','[ 3, 10)','[ 9.62, 18.95)','[ 2.57, 5.63)','[  79.2,   597.8)','0.01','[10,  28)','[0.32,0.91)','[  4.40,   33.21)','[ 28.1, 107.2)','[ 4, 11)','[ 7, 18)','[ 4,  8)','[ 6, 9)','[ 6, 15)','N'
'[2, 4)','[4, 8)','0','0','[3, 5)','[2, 4)','[3,26]','[10, 23)','[18.95, 35.31)','[ 5.63,11.27)','[ 597.8,  4125.0)','[0.05,0.13)','[28,  77)','[0.08,0.15)','[ 33.21,  229.17)','[107.2, 363.1)','[11, 30)','[18, 47)','[ 8, 17)','[ 9,13)','[15, 31)','N'
'0','1','0','0','1','1','1','[ 3, 10)','[ 5.80,  9.62)','[ 2.57, 5.63)','[  79.2,   597.8)','0.01','[ 5,  10)','[0.32,0.91)','[  4.40,   33.21)','[ 28.1, 107.2)','[ 2,  4)','[ 4,  7)','[ 2,  4)','[ 6, 9)','[ 6, 15)','N'
'0','1','0','0','1','1','1','[ 3, 10)','[ 9.62, 18.95)','[ 2.57, 5.63)','[  79.2,   597.8)','[0.02,0.05)','[10,  28)','[0.15,0.32)','[  4.40,   33.21)','[ 28.1, 107.2)','[ 4, 11)','[ 7, 18)','[ 4,  8)','[ 6, 9)','[ 6, 15)','N'
'0','1','0','0','1','1','1','[ 3, 10)','[ 9.62, 18.95)','[ 1.57, 2.57)','[  79.2,   597.8)','0.01','[10,  28)','[0.32,0.91)','[  4.40,   33.21)','[ 28.1, 107.2)','[ 4, 11)','[ 4,  7)','[ 4,  8)','[ 4, 6)','[ 6, 15)','N'
'0','1','0','0','1','1','1','[ 3, 10)','[18.95, 35.31)','[ 2.57, 5.63)','[  79.2,   597.8)','[0.02,0.05)','[10,  28)','[0.15,0.32)','[  4.40,   33.21)','[ 28.1, 107.2)','[ 4, 11)','[ 7, 18)','[ 8, 17)','[ 6, 9)','[ 6, 15)','N'
'[2, 4)','[4, 8)','0','0','[3, 5)','[2, 4)','[3,26]','[10, 23)','[18.95, 35.31)','[ 5.63,11.27)','[ 597.8,  4125.0)','[0.05,0.13)','[28,  77)','[0.08,0.15)','[ 33.21,  229.17)','[107.2, 363.1)','[11, 30)','[18, 47)','[ 8, 17)','[ 9,13)','[15, 31)','Y'
'0','1','0','0','1','1','1','[ 1,  3)','[ 5.80,  9.62)','[ 1.57, 2.57)','[  12.2,    79.2)','0.00','[ 5,  10)','[0.32,0.91)','[  0.68,    4.40)','[ 10.0,  28.1)','[ 0,  2)','[ 4,  7)','[ 0,  2)','[ 4, 6)','[ 3,  6)','N'
'1','1','0','1','1','1','1','[ 3, 10)','[ 5.80,  9.62)','[ 2.57, 5.63)','[  12.2,    79.2)','0.01','[ 5,  10)','[0.32,0.91)','[  0.68,    4.40)','[ 10.0,  28.1)','[ 2,  4)','[ 4,  7)','[ 2,  4)','[ 6, 9)','[ 6, 15)','N'
'0','1','0','0','1','1','1','[ 1,  3)','[ 5.80,  9.62)','[ 1.57, 2.57)','[  12.2,    79.2)','0.01','[ 5,  10)','[0.32,0.91)','[  0.68,    4.40)','[ 10.0,  28.1)','[ 2,  4)','[ 4,  7)','[ 2,  4)','[ 4, 6)','[ 3,  6)','N'
'0','1','0','0','1','1','1','[ 1,  3)','[ 5.80,  9.62)','[ 1.57, 2.57)','[  12.2,    79.2)','0.00','[ 5,  10)','[0.32,0.91)','[  0.68,    4.40)','[ 10.0,  28.1)','[ 0,  2)','[ 4,  7)','[ 0,  2)','[ 4, 6)','[ 3,  6)','N'
'0','1','0','0','1','1','1','[ 1,  3)','[ 5.80,  9.62)','[ 1.57, 2.57)','[  12.2,    79.2)','0.01','[ 5,  10)','[0.32,0.91)','[  0.68,    4.40)','[ 10.0,  28.1)','[ 2,  4)','[ 4,  7)','[ 2,  4)','[ 4, 6)','[ 3,  6)','N'
'0','1','0','0','1','1','1','[ 1,  3)','[ 5.80,  9.62)','[ 1.57, 2.57)','[  12.2,    79.2)','0.00','[ 5,  10)','[0.32,0.91)','[  0.68,    4.40)','[ 10.0,  28.1)','[ 0,  2)','[ 4,  7)','[ 0,  2)','[ 4, 6)','[ 3,  6)','N'
'0','1','0','0','1','1','1','[ 1,  3)','[ 5.80,  9.62)','[ 1.57, 2.57)','[  12.2,    79.2)','0.00','[ 5,  10)','[0.32,0.91)','[  0.68,    4.40)','[ 10.0,  28.1)','[ 0,  2)','[ 4,  7)','[ 0,  2)','[ 4, 6)','[ 3,  6)','N'
'0','1','0','0','1','1','1','[ 3, 10)','[ 9.62, 18.95)','[ 2.57, 5.63)','[  79.2,   597.8)','[0.02,0.05)','[10,  28)','[0.15,0.32)','[  4.40,   33.21)','[ 28.1, 107.2)','[ 4, 11)','[ 7, 18)','[ 4,  8)','[ 6, 9)','[ 6, 15)','N'
'0','1','0','0','1','1','1','[ 3, 10)','[ 9.62, 18.95)','[ 2.57, 5.63)','[  79.2,   597.8)','0.01','[10,  28)','[0.32,0.91)','[  4.40,   33.21)','[ 28.1, 107.2)','[ 2,  4)','[ 7, 18)','[ 2,  4)','[ 6, 9)','[ 6, 15)','N'
'0','1','0','0','1','1','1','[ 3, 10)','[ 9.62, 18.95)','[ 2.57, 5.63)','[  79.2,   597.8)','[0.02,0.05)','[10,  28)','[0.15,0.32)','[  4.40,   33.21)','[ 28.1, 107.2)','[ 4, 11)','[ 7, 18)','[ 4,  8)','[ 6, 9)','[ 6, 15)','N'
'0','1','0','0','1','1','1','[ 3, 10)','[ 9.62, 18.95)','[ 2.57, 5.63)','[  79.2,   597.8)','0.01','[10,  28)','[0.32,0.91)','[  4.40,   33.21)','[ 28.1, 107.2)','[ 2,  4)','[ 7, 18)','[ 2,  4)','[ 6, 9)','[ 6, 15)','N'
'0','1','0','0','1','1','1',' 0','[ 0.00,  5.80)','[ 0.00, 1.57)','[   0.0,    12.2)','0.00','[ 0,   5)','[0.32,0.91)','[  0.00,    0.68)','[  0.0,  10.0)','[ 0,  2)','[ 0,  4)','[ 0,  2)','[ 0, 4)','[ 1,  3)','N'
'0','1','0','0','1','1','1',' 0','[ 0.00,  5.80)','[ 0.00, 1.57)','[   0.0,    12.2)','0.00','[ 0,   5)','[0.32,0.91)','[  0.00,    0.68)','[  0.0,  10.0)','[ 0,  2)','[ 0,  4)','[ 0,  2)','[ 0, 4)','[ 1,  3)','N'
'0','1','0','0','1','1','1','[ 1,  3)','[ 5.80,  9.62)','[ 2.57, 5.63)','[  12.2,    79.2)','0.01','[ 5,  10)','[0.32,0.91)','[  0.68,    4.40)','[ 10.0,  28.1)','[ 0,  2)','[ 7, 18)','[ 0,  2)','[ 6, 9)','[ 3,  6)','N'
'0','1','0','0','1','1','1',' 0','[ 0.00,  5.80)','[ 0.00, 1.57)','[   0.0,    12.2)','0.00','[ 0,   5)','[0.32,0.91)','[  0.00,    0.68)','[  0.0,  10.0)','[ 0,  2)','[ 0,  4)','[ 0,  2)','[ 0, 4)','[ 1,  3)','N'
'0','1','0','0','1','1','1','[ 3, 10)','[ 9.62, 18.95)','[ 2.57, 5.63)','[  79.2,   597.8)','[0.02,0.05)','[10,  28)','[0.15,0.32)','[  4.40,   33.21)','[ 28.1, 107.2)','[ 4, 11)','[ 7, 18)','[ 4,  8)','[ 6, 9)','[ 6, 15)','N'
'[2, 4)','[8,89]','0','0','[5,45]','[4,45]','[3,26]','[10, 23)','[18.95, 35.31)','[11.27,53.75]','[4125.0,324803.5]','[0.05,0.13)','[28,  77)','[0.00,0.08)','[229.17,18044.64]','[107.2, 363.1)','[11, 30)','[18, 47)','[ 8, 17)','[13,37]','[15, 31)','N'
'0','3','0','0','2','[2, 4)','1','[10, 23)','[18.95, 35.31)','[ 5.63,11.27)','[ 597.8,  4125.0)','[0.05,0.13)','[28,  77)','[0.15,0.32)','[ 33.21,  229.17)','[107.2, 363.1)','[11, 30)','[18, 47)','[ 8, 17)','[ 9,13)','[15, 31)','N'
'0','1','0','0','1','1','1',' 0','[ 0.00,  5.80)','[ 0.00, 1.57)','[   0.0,    12.2)','0.00','[ 0,   5)','[0.32,0.91)','[  0.00,    0.68)','[  0.0,  10.0)','[ 0,  2)','[ 0,  4)','[ 0,  2)','[ 0, 4)','[ 1,  3)','N'
'1','[4, 8)','0','0','[3, 5)','[2, 4)','[3,26]','[23,262]','[18.95, 35.31)','[11.27,53.75]','[4125.0,324803.5]','[0.05,0.13)','[28,  77)','[0.08,0.15)','[229.17,18044.64]','[363.1,7918.8]','[11, 30)','[47,678]','[ 8, 17)','[13,37]','[31,288]','N'
'0','1','0','0','1','1','1','[ 1,  3)','[ 0.00,  5.80)','[ 0.00, 1.57)','[   0.0,    12.2)','0.00','[ 0,   5)','[0.32,0.91)','[  0.00,    0.68)','[  0.0,  10.0)','[ 0,  2)','[ 0,  4)','[ 0,  2)','[ 0, 4)','[ 3,  6)','N'
'0','1','0','0','1','1','1','[ 1,  3)','[ 0.00,  5.80)','[ 0.00, 1.57)','[   0.0,    12.2)','0.00','[ 0,   5)','[0.32,0.91)','[  0.00,    0.68)','[  0.0,  10.0)','[ 0,  2)','[ 0,  4)','[ 0,  2)','[ 0, 4)','[ 3,  6)','N'
'0','1','0','0','1','1','1',' 0','[ 5.80,  9.62)','[ 1.57, 2.57)','[  12.2,    79.2)','0.00','[ 5,  10)','[0.32,0.91)','[  0.68,    4.40)','[ 10.0,  28.1)','[ 0,  2)','[ 4,  7)','[ 0,  2)','[ 4, 6)','[ 1,  3)','N'
'0','1','0','0','1','1','1',' 0','[ 0.00,  5.80)','[ 0.00, 1.57)','[   0.0,    12.2)','0.00','[ 0,   5)','[0.32,0.91)','[  0.00,    0.68)','[  0.0,  10.0)','[ 0,  2)','[ 0,  4)','[ 0,  2)','[ 0, 4)','[ 1,  3)','N'
'0','1','0','0','1','1','1','[ 3, 10)','[ 9.62, 18.95)','[ 2.57, 5.63)','[  79.2,   597.8)','[0.02,0.05)','[10,  28)','[0.15,0.32)','[  4.40,   33.21)','[ 28.1, 107.2)','[ 2,  4)','[ 7, 18)','[ 2,  4)','[ 9,13)','[ 6, 15)','N'
'0','1','0','0','1','1','1','[ 3, 10)','[ 9.62, 18.95)','[ 2.57, 5.63)','[  79.2,   597.8)','[0.02,0.05)','[10,  28)','[0.15,0.32)','[  4.40,   33.21)','[ 28.1, 107.2)','[ 4, 11)','[ 7, 18)','[ 4,  8)','[ 6, 9)','[ 6, 15)','N'
'0','1','0','0','1','1','1','[ 3, 10)','[ 9.62, 18.95)','[ 2.57, 5.63)','[  79.2,   597.8)','[0.02,0.05)','[10,  28)','[0.15,0.32)','[  4.40,   33.21)','[ 28.1, 107.2)','[ 4, 11)','[ 7, 18)','[ 4,  8)','[ 6, 9)','[ 6, 15)','N'
'0','1','0','0','1','1','1',' 0','[ 0.00,  5.80)','[ 0.00, 1.57)','[   0.0,    12.2)','0.00','[ 0,   5)','[0.32,0.91)','[  0.00,    0.68)','[  0.0,  10.0)','[ 0,  2)','[ 0,  4)','[ 0,  2)','[ 0, 4)','[ 1,  3)','N'
'[2, 4)','[4, 8)','0','0','[3, 5)','[4,45]','1','[23,262]','[18.95, 35.31)','[11.27,53.75]','[4125.0,324803.5]','[0.13,2.64]','[77,1106]','[0.00,0.08)','[229.17,18044.64]','[363.1,7918.8]','[30,428]','[47,678]','[17,120]','[13,37]','[31,288]','N'
'0','1','0','0','1','1','1','[ 3, 10)','[ 9.62, 18.95)','[ 2.57, 5.63)','[  79.2,   597.8)','0.01','[10,  28)','[0.15,0.32)','[  4.40,   33.21)','[ 28.1, 107.2)','[ 4, 11)','[ 7, 18)','[ 4,  8)','[ 6, 9)','[ 6, 15)','N'
'[2, 4)','[4, 8)','0','0','[3, 5)','[4,45]','1','[10, 23)','[18.95, 35.31)','[11.27,53.75]','[ 597.8,  4125.0)','[0.05,0.13)','[28,  77)','[0.00,0.08)','[ 33.21,  229.17)','[107.2, 363.1)','[11, 30)','[18, 47)','[ 8, 17)','[13,37]','[15, 31)','N'
'0','1','0','0','1','1','1',' 0','[ 0.00,  5.80)','[ 0.00, 1.57)','[   0.0,    12.2)','0.00','[ 0,   5)','[0.32,0.91)','[  0.00,    0.68)','[  0.0,  10.0)','[ 0,  2)','[ 0,  4)','[ 0,  2)','[ 0, 4)','[ 1,  3)','N'
'0','1','0','0','1','1','1',' 0','[ 0.00,  5.80)','[ 0.00, 1.57)','[   0.0,    12.2)','0.00','[ 0,   5)','[0.32,0.91)','[  0.00,    0.68)','[  0.0,  10.0)','[ 0,  2)','[ 0,  4)','[ 0,  2)','[ 0, 4)','[ 1,  3)','N'
'[2, 4)','[8,89]','0','[2,44]','[5,45]','[4,45]','[3,26]','[23,262]','[35.31,193.06]','[11.27,53.75]','[4125.0,324803.5]','[0.13,2.64]','[77,1106]','[0.00,0.08)','[229.17,18044.64]','[363.1,7918.8]','[30,428]','[47,678]','[17,120]','[13,37]','[31,288]','Y'
'0','1','0','0','1','1','1',' 0','[ 0.00,  5.80)','[ 0.00, 1.57)','[   0.0,    12.2)','0.00','[ 0,   5)','[0.32,0.91)','[  0.00,    0.68)','[  0.0,  10.0)','[ 0,  2)','[ 0,  4)','[ 0,  2)','[ 0, 4)','[ 1,  3)','N'
'0','1','0','0','1','1','1',' 0','[ 0.00,  5.80)','[ 0.00, 1.57)','[   0.0,    12.2)','0.00','[ 0,   5)','[0.32,0.91)','[  0.00,    0.68)','[  0.0,  10.0)','[ 0,  2)','[ 0,  4)','[ 0,  2)','[ 0, 4)','[ 1,  3)','N'
'0','1','0','0','1','1','1','[ 3, 10)','[ 9.62, 18.95)','[ 2.57, 5.63)','[  79.2,   597.8)','[0.02,0.05)','[10,  28)','[0.15,0.32)','[  4.40,   33.21)','[ 28.1, 107.2)','[ 4, 11)','[ 7, 18)','[ 4,  8)','[ 6, 9)','[ 6, 15)','N'
'0','3','0','0','2','[2, 4)','1','[10, 23)','[18.95, 35.31)','[ 5.63,11.27)','[ 597.8,  4125.0)','[0.05,0.13)','[28,  77)','[0.15,0.32)','[ 33.21,  229.17)','[107.2, 363.1)','[11, 30)','[18, 47)','[ 8, 17)','[ 9,13)','[15, 31)','N'
'[2, 4)','[8,89]','0','0','[5,45]','[4,45]','[3,26]','[10, 23)','[18.95, 35.31)','[11.27,53.75]','[4125.0,324803.5]','[0.05,0.13)','[28,  77)','[0.00,0.08)','[229.17,18044.64]','[107.2, 363.1)','[11, 30)','[47,678]','[ 8, 17)','[13,37]','[15, 31)','N'
'0','1','0','0','1','1','1',' 0','[ 0.00,  5.80)','[ 0.00, 1.57)','[   0.0,    12.2)','0.00','[ 0,   5)','[0.32,0.91)','[  0.00,    0.68)','[  0.0,  10.0)','[ 0,  2)','[ 0,  4)','[ 0,  2)','[ 0, 4)','[ 1,  3)','N'
'0','1','0','0','1','1','1',' 0','[ 0.00,  5.80)','[ 0.00, 1.57)','[   0.0,    12.2)','0.00','[ 0,   5)','[0.32,0.91)','[  0.00,    0.68)','[  0.0,  10.0)','[ 0,  2)','[ 0,  4)','[ 0,  2)','[ 0, 4)','[ 1,  3)','N'
'0','1','0','0','1','1','1',' 0','[ 0.00,  5.80)','[ 0.00, 1.57)','[   0.0,    12.2)','0.00','[ 0,   5)','[0.32,0.91)','[  0.00,    0.68)','[  0.0,  10.0)','[ 0,  2)','[ 0,  4)','[ 0,  2)','[ 0, 4)','[ 1,  3)','N'
'0','1','0','0','1','1','1',' 0','[ 0.00,  5.80)','[ 0.00, 1.57)','[   0.0,    12.2)','0.00','[ 0,   5)','[0.32,0.91)','[  0.00,    0.68)','[  0.0,  10.0)','[ 0,  2)','[ 0,  4)','[ 0,  2)','[ 0, 4)','[ 1,  3)','N'
'0','1','0','0','1','1','1','[ 1,  3)','[ 0.00,  5.80)','[ 0.00, 1.57)','[   0.0,    12.2)','0.00','[ 0,   5)','[0.32,0.91)','[  0.00,    0.68)','[  0.0,  10.0)','[ 0,  2)','[ 0,  4)','[ 0,  2)','[ 0, 4)','[ 3,  6)','N'
'0','1','0','0','1','1','1','[ 1,  3)','[ 0.00,  5.80)','[ 0.00, 1.57)','[   0.0,    12.2)','0.00','[ 0,   5)','[0.32,0.91)','[  0.00,    0.68)','[  0.0,  10.0)','[ 0,  2)','[ 0,  4)','[ 0,  2)','[ 0, 4)','[ 3,  6)','N'
'0','1','0','0','1','1','1','[ 1,  3)','[ 0.00,  5.80)','[ 0.00, 1.57)','[   0.0,    12.2)','0.00','[ 0,   5)','[0.32,0.91)','[  0.00,    0.68)','[  0.0,  10.0)','[ 0,  2)','[ 0,  4)','[ 0,  2)','[ 0, 4)','[ 3,  6)','N'
'0','1','0','0','1','1','1','[ 1,  3)','[ 0.00,  5.80)','[ 0.00, 1.57)','[   0.0,    12.2)','0.00','[ 0,   5)','[0.32,0.91)','[  0.00,    0.68)','[  0.0,  10.0)','[ 0,  2)','[ 0,  4)','[ 0,  2)','[ 0, 4)','[ 3,  6)','N'
'0','3','0','0','2','[2, 4)','1','[10, 23)','[18.95, 35.31)','[ 5.63,11.27)','[ 597.8,  4125.0)','[0.05,0.13)','[28,  77)','[0.15,0.32)','[ 33.21,  229.17)','[107.2, 363.1)','[11, 30)','[18, 47)','[ 8, 17)','[ 9,13)','[15, 31)','N'
'0','1','0','0','1','1','1','[ 3, 10)','[ 9.62, 18.95)','[ 2.57, 5.63)','[  79.2,   597.8)','[0.02,0.05)','[10,  28)','[0.15,0.32)','[  4.40,   33.21)','[ 28.1, 107.2)','[ 4, 11)','[ 7, 18)','[ 4,  8)','[ 6, 9)','[ 6, 15)','N'
'[2, 4)','[4, 8)','0','0','[3, 5)','[4,45]','1','[23,262]','[18.95, 35.31)','[11.27,53.75]','[4125.0,324803.5]','[0.13,2.64]','[77,1106]','[0.00,0.08)','[229.17,18044.64]','[363.1,7918.8]','[30,428]','[47,678]','[17,120]','[13,37]','[31,288]','N'
'0','1','0','0','1','1','1',' 0','[ 0.00,  5.80)','[ 0.00, 1.57)','[   0.0,    12.2)','0.00','[ 0,   5)','[0.32,0.91)','[  0.00,    0.68)','[  0.0,  10.0)','[ 0,  2)','[ 0,  4)','[ 0,  2)','[ 0, 4)','[ 1,  3)','N'
'0','3','0','0','2','1','1','[ 3, 10)','[ 9.62, 18.95)','[ 2.57, 5.63)','[  79.2,   597.8)','0.01','[10,  28)','[0.15,0.32)','[  4.40,   33.21)','[ 28.1, 107.2)','[ 4, 11)','[ 7, 18)','[ 2,  4)','[ 6, 9)','[ 6, 15)','N'
'0','1','0','0','1','1','1',' 0','[ 0.00,  5.80)','[ 0.00, 1.57)','[   0.0,    12.2)','0.00','[ 0,   5)','[0.32,0.91)','[  0.00,    0.68)','[  0.0,  10.0)','[ 0,  2)','[ 0,  4)','[ 0,  2)','[ 0, 4)','[ 1,  3)','N'
'0','1','0','0','1','1','1',' 0','[ 0.00,  5.80)','[ 0.00, 1.57)','[   0.0,    12.2)','0.00','[ 0,   5)','[0.32,0.91)','[  0.00,    0.68)','[  0.0,  10.0)','[ 0,  2)','[ 0,  4)','[ 0,  2)','[ 0, 4)','[ 1,  3)','N'
'0','1','0','0','1','1','1','[ 1,  3)','[ 5.80,  9.62)','[ 1.57, 2.57)','[  12.2,    79.2)','0.00','[ 5,  10)','[0.32,0.91)','[  0.68,    4.40)','[ 10.0,  28.1)','[ 0,  2)','[ 4,  7)','[ 0,  2)','[ 4, 6)','[ 3,  6)','N'
'0','1','0','0','1','1','1','[ 3, 10)','[ 9.62, 18.95)','[ 2.57, 5.63)','[  79.2,   597.8)','0.01','[10,  28)','[0.15,0.32)','[  4.40,   33.21)','[ 28.1, 107.2)','[ 4, 11)','[ 7, 18)','[ 4,  8)','[ 6, 9)','[ 6, 15)','N'
'1','1','0','0','1','1','1','[ 3, 10)','[35.31,193.06]','[ 2.57, 5.63)','[ 597.8,  4125.0)','[0.05,0.13)','[28,  77)','[0.15,0.32)','[ 33.21,  229.17)','[107.2, 363.1)','[11, 30)','[18, 47)','[ 8, 17)','[ 6, 9)','[15, 31)','Y'
'0','1','0','0','1','1','1',' 0','[ 5.80,  9.62)','[ 1.57, 2.57)','[  12.2,    79.2)','0.00','[ 5,  10)','[0.32,0.91)','[  0.68,    4.40)','[ 10.0,  28.1)','[ 0,  2)','[ 4,  7)','[ 0,  2)','[ 4, 6)','[ 1,  3)','N'
'0','1','0','0','1','1','1','[ 1,  3)','[ 5.80,  9.62)','[ 1.57, 2.57)','[  12.2,    79.2)','0.01','[ 5,  10)','[0.32,0.91)','[  0.68,    4.40)','[ 10.0,  28.1)','[ 2,  4)','[ 4,  7)','[ 2,  4)','[ 4, 6)','[ 3,  6)','N'
'[2, 4)','[4, 8)','0','0','[3, 5)','[4,45]','1','[23,262]','[35.31,193.06]','[11.27,53.75]','[4125.0,324803.5]','[0.13,2.64]','[77,1106]','[0.08,0.15)','[229.17,18044.64]','[363.1,7918.8]','[30,428]','[47,678]','[17,120]','[ 9,13)','[31,288]','N'
'[4,58]','[8,89]','0','[2,44]','[5,45]','[4,45]','[3,26]','[23,262]','[35.31,193.06]','[11.27,53.75]','[4125.0,324803.5]','[0.13,2.64]','[77,1106]','[0.00,0.08)','[229.17,18044.64]','[363.1,7918.8]','[30,428]','[47,678]','[17,120]','[13,37]','[31,288]','Y'
'0','1','0','0','1','1','1','[10, 23)','[35.31,193.06]','[ 5.63,11.27)','[ 597.8,  4125.0)','[0.05,0.13)','[28,  77)','[0.15,0.32)','[ 33.21,  229.17)','[363.1,7918.8]','[30,428]','[18, 47)','[17,120]','[ 6, 9)','[15, 31)','N'
'[4,58]','[4, 8)','0','[2,44]','[3, 5)','[2, 4)','1','[23,262]','[18.95, 35.31)','[ 5.63,11.27)','[ 597.8,  4125.0)','[0.05,0.13)','[28,  77)','[0.08,0.15)','[ 33.21,  229.17)','[107.2, 363.1)','[11, 30)','[18, 47)','[ 8, 17)','[ 9,13)','[31,288]','N'
'0','1','0','0','1','1','1','[10, 23)','[18.95, 35.31)','[ 2.57, 5.63)','[  79.2,   597.8)','[0.02,0.05)','[10,  28)','[0.32,0.91)','[  4.40,   33.21)','[ 28.1, 107.2)','[11, 30)','[ 7, 18)','[ 8, 17)','[ 6, 9)','[15, 31)','N'
'0','1','0','0','1','1','1','[ 3, 10)','[ 9.62, 18.95)','[ 1.57, 2.57)','[  12.2,    79.2)','0.01','[ 5,  10)','[0.32,0.91)','[  0.68,    4.40)','[ 10.0,  28.1)','[ 2,  4)','[ 4,  7)','[ 2,  4)','[ 4, 6)','[ 3,  6)','N'
